"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2021",921282.099970952,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2022",955683.462678128,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2023",975507.5,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2024",990732.4,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2025",1004239,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2026",1016897,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2027",1028942,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2028",1040642,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2029",1051996,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2030",1063027,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2031",1073785,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2032",1084320,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2033",1094695,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2034",1104986,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2035",1115294,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2036",1125750,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2037",1136464,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2038",1147537,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2039",1159036,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2040",1170991,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2041",1183414,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2042",1196308,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2043",1209650,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2044",1223408,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2045",1237566,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2046",1252136,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2047",1267126,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2048",1282549,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2049",1298387,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2050",1314596,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2051",1331132,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2052",1347946,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2053",1365014,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2054",1382314,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2055",1399834,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2056",1417584,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2057",1435600,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2058",1453924,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2059",1472595,
"NLD","GDPLTFORECAST","TOT","MLN_USD","A","2060",1491645,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2020",195915.598980083,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2021",202781.109451758,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2022",210442.463611356,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2023",216290,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2024",221504.6,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2025",226417.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2026",231152.7,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2027",235812.5,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2028",240457.4,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2029",245092.5,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2030",249718.1,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2031",254335.8,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2032",258943,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2033",263542.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2034",268139.5,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2035",272745.9,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2036",277375.3,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2037",282033.9,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2038",286734.7,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2039",291492.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2040",296321.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2041",301234.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2042",306234.5,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2043",311318.1,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2044",316478.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2045",321709.9,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2046",327012.6,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2047",332379.7,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2048",337808,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2049",343297,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2050",348849.8,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2051",354469.8,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2052",360146.7,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2053",365868.6,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2054",371624.3,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2055",377409.1,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2056",383226.5,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2057",389081.1,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2058",394982.2,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2059",400946,
"NZL","GDPLTFORECAST","TOT","MLN_USD","A","2060",406996.2,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2020",327835.468097974,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2021",338989.498195427,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2022",351598.480590055,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2023",356989,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2024",361166.5,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2025",365693.5,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2026",370810.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2027",376359.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2028",382178,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2029",388150.9,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2030",394207,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2031",400305.3,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2032",406414,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2033",412525.1,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2034",418644.4,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2035",424788.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2036",430978.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2037",437236.5,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2038",443575.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2039",450012.5,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2040",456566.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2041",463257.4,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2042",470094.9,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2043",477079.7,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2044",484209.5,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2045",491484.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2046",498907.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2047",506471.7,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2048",514168.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2049",521990.3,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2050",529929.2,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2051",537980.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2052",546147.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2053",554424.4,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2054",562805.9,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2055",571294.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2056",579900.8,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2057",588634.1,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2058",597512.7,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2059",606553.6,
"NOR","GDPLTFORECAST","TOT","MLN_USD","A","2060",615774.2,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2020",1184754.15119249,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2021",1228670.81586353,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2022",1286913.02705404,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2023",1327410,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2024",1360981,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2025",1392164,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2026",1422153,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2027",1451154,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2028",1479193,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2029",1506162,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2030",1531939,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2031",1556432,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2032",1579557,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2033",1601260,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2034",1621484,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2035",1640182,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2036",1657327,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2037",1672908,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2038",1686906,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2039",1699318,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2040",1710170,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2041",1719529,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2042",1727493,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2043",1734174,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2044",1739688,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2045",1744153,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2046",1747706,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2047",1750497,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2048",1752689,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2049",1754451,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2050",1755969,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2051",1757451,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2052",1759069,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2053",1761030,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2054",1763523,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2055",1766711,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2056",1770704,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2057",1775491,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2058",1780963,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2059",1786925,
"POL","GDPLTFORECAST","TOT","MLN_USD","A","2060",1793143,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2020",316103.32580677,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2021",327767.362749683,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2022",343945.83977622,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2023",355207.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2024",363955.4,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2025",371127.3,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2026",377258,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2027",382714.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2028",387774.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2029",392507.7,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2030",396948.6,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2031",401115.6,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2032",405002.8,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2033",408619.4,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2034",411981.6,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2035",415111,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2036",418036.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2037",420781.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2038",423378,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2039",425866.7,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2040",428291,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2041",430704.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2042",433150.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2043",435684,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2044",438346.6,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2045",441162.2,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2046",444147.2,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2047",447309.5,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2048",450671.7,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2049",454259.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2050",458093,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2051",462196.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2052",466586.5,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2053",471280.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2054",476292.7,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2055",481622.1,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2056",487260.3,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2057",493178,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2058",499358.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2059",505784.9,
"PRT","GDPLTFORECAST","TOT","MLN_USD","A","2060",512436.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2020",172746.976808826,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2021",180008.221914363,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2022",189302.243993542,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2023",193705.4,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2024",196924.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2025",200085.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2026",203431.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2027",206894.4,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2028",210446.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2029",214029.5,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2030",217594,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2031",221103.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2032",224529.4,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2033",227850.7,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2034",231056,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2035",234142.5,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2036",237112.1,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2037",239971.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2038",242718.3,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2039",245357.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2040",247901.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2041",250361.5,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2042",252740.9,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2043",255036.6,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2044",257244,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2045",259360.4,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2046",261386.7,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2047",263327,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2048",265182.9,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2049",266962.1,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2050",268682.3,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2051",270370.7,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2052",272058.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2053",273786.3,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2054",275590.8,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2055",277505.7,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2056",279547.3,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2057",281708.4,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2058",283973.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2059",286315.2,
"SVK","GDPLTFORECAST","TOT","MLN_USD","A","2060",288702.3,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2020",1601370.49739559,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2021",1695208.11091089,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2022",1801260.0244267,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2023",1849498,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2024",1884512,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2025",1919073,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2026",1954706,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2027",1990256,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2028",2025509,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2029",2060259,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2030",2094327,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2031",2127579,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2032",2159798,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2033",2190789,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2034",2220344,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2035",2248276,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2036",2274444,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2037",2298676,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2038",2320987,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2039",2341514,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2040",2360514,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2041",2378336,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2042",2395291,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2043",2411801,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2044",2428338,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2045",2445399,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2046",2463438,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2047",2482707,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2048",2503407,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2049",2525708,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2050",2549794,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2051",2575841,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2052",2603835,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2053",2633739,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2054",2665510,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2055",2699139,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2056",2734626,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2057",2771801,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2058",2810457,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2059",2850397,
"ESP","GDPLTFORECAST","TOT","MLN_USD","A","2060",2891496,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2020",505766.918723328,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2021",525678.864463023,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2022",543599.3042075,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2023",556407.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2024",567691.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2025",578430.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2026",588965.9,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2027",599451.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2028",609950.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2029",620425.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2030",630856.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2031",641247.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2032",651609.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2033",661973.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2034",672365.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2035",682797.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2036",693264.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2037",703745.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2038",714243.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2039",724774.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2040",735362.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2041",746043.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2042",756853.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2043",767801.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2044",778883.9,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2045",790085.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2046",801398.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2047",812803.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2048",824290.1,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2049",835845.8,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2050",847459.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2051",859131.6,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2052",870868.7,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2053",882688.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2054",894612.4,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2055",906675.8,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2056",918926.5,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2057",931400.3,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2058",944134.2,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2059",957139,
"SWE","GDPLTFORECAST","TOT","MLN_USD","A","2060",970403.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2020",573047.109024132,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2021",591616.581954275,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2022",608673.899691277,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2023",619900.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2024",629602.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2025",639031.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2026",648599.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2027",658358.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2028",668280.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2029",678313.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2030",688435.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2031",698649.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2032",708964.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2033",719396.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2034",729958.9,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2035",740668.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2036",751536.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2037",762582.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2038",773813,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2039",785231.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2040",796838.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2041",808636.7,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2042",820636.6,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2043",832839.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2044",845245,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2045",857854.1,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2046",870671,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2047",883718.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2048",897011.2,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2049",910563.8,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2050",924387.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2051",938496.4,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2052",952886.9,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2053",967578.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2054",982591.3,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2055",997946.5,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2056",1013665,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2057",1029769,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2058",1046275,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2059",1063189,
"CHE","GDPLTFORECAST","TOT","MLN_USD","A","2060",1080500,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2020",2374142.12112489,
"TUR","GDPLTFORECAST","TOT","MLN_USD","A","2021",2509908.21832779,
