Country,Indicator,Sex,Education Level,Wealth Quintile,Residence,Value,Time
Myanmar,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,9.5,2019
Myanmar,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,11.0,2019
Myanmar, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,6.9,2016
Myanmar, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,5.4,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,13.9,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,5.0,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,2.6,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.5,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.1,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,7.1,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,2.9,2016
Myanmar, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,6.2,2016
Montenegro,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,95.26007,2018
Montenegro,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,95.08553,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,91.60458,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,95.80206,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,96.75018,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,95.75443,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,96.83392,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,95.44025,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,95.038,2018
Montenegro,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,95.16918,2018
Montenegro,mpletion rate for children of primary school age,Female,Primary education,Total,Total,97.51881,2018
Montenegro,mpletion rate for children of primary school age,Male,Primary education,Total,Total,94.51942,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,89.02316,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Second,Total,95.13094,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,100.0,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,100.0,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,97.50127,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Total,ural,97.59029,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Total,rban,95.2628,2018
Montenegro,mpletion rate for children of primary school age, Total,Primary education,Total,Total,96.03084,2018
Montenegro,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,43.0,2019
Montenegro, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.127554,2018
Montenegro, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,3.733213,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,7.699339,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,2.442114,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,1.518035,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,3.245258,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.18481,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,3.237171,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,3.542524,2018
Montenegro, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.442942,2018
Mongolia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,97.0,2018
Mongolia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,95.1,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,96.3,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,95.4,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,95.9,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,96.5,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,96.3,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,97.2,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,95.5,2018
Mongolia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,96.1,2018
Mongolia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,98.45123,2014
Mongolia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,96.32632,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,92.92385,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,96.69304,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,99.59857,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,99.13554,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,99.23235,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,95.93018,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,98.33488,2014
Mongolia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,97.36555,2014
Mongolia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,2.6,2018
Mongolia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,4.7,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,3.3,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,4.3,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,4.1,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,3.5,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,3.0,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,2.6,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,4.2,2018
Mongolia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,3.6,2018
Mozambique,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,71.7,2011
Mozambique,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,71.3,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,58.0,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,61.2,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,69.1,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,79.6,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,93.2,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,66.9,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,83.3,2011
Mozambique,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,71.5,2011
Mozambique,mpletion rate for children of primary school age,Female,Primary education,Total,Total,39.1897,2011
Mozambique,mpletion rate for children of primary school age,Male,Primary education,Total,Total,43.64517,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,11.17787,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Second,Total,14.53903,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,30.53687,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,47.08826,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,78.36381,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Total,ural,25.1537,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Total,rban,66.53224,2011
Mozambique,mpletion rate for children of primary school age, Total,Primary education,Total,Total,41.35823,2011
Mozambique, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,23.0,2011
Mozambique, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,22.9,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,35.7,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,31.9,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,24.6,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,15.5,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,4.6,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,27.2,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,12.2,2011
Mozambique, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,22.9,2011
Mauritania,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,61.49734,2015
Mauritania,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,57.40998,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,42.42349,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,48.857,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,61.66009,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,71.10273,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,84.90154,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,49.88954,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,72.91071,2015
Mauritania,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,59.48296,2015
Mauritania,mpletion rate for children of primary school age,Female,Primary education,Total,Total,57.89685,2015
Mauritania,mpletion rate for children of primary school age,Male,Primary education,Total,Total,68.49557,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,48.58307,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Second,Total,50.8438,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,60.97693,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,69.27976,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,85.51922,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Total,ural,54.00122,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Total,rban,72.45052,2015
Mauritania,mpletion rate for children of primary school age, Total,Primary education,Total,Total,62.90905,2015
Mauritania, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,40.0,2015
Mauritania, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,43.9,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,58.0,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,52.5,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,39.4,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,31.0,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,17.1,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,51.2,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,28.9,2015
Mauritania, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,41.9,2015
Mauritius,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,78.0,2013
Mauritius,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,88.2,2013
Malawi,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,94.5,2016
Malawi,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,93.0,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,88.7,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,92.6,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,94.4,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,96.1,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,97.6,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,93.3,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,97.2,2016
Malawi,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,93.7,2016
Malawi,mpletion rate for children of primary school age,Female,Primary education,Total,Total,51.5,2016
Malawi,mpletion rate for children of primary school age,Male,Primary education,Total,Total,42.7,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,25.3,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Second,Total,33.6,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,42.8,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,53.5,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,72.9,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Total,ural,42.7,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Total,rban,73.1,2016
Malawi,mpletion rate for children of primary school age, Total,Primary education,Total,Total,46.7,2016
Malawi, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,4.8,2016
Malawi, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,6.2,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,10.4,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,6.6,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,4.8,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,3.1,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.8,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,5.9,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,2.1,2016
Malawi, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,5.5,2016
Malaysia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,67.8,2019
Malaysia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,60.8,2019
Malaysia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,64.0,2019
Malaysia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,65.9,2019
Malaysia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,50.4,2019
Malaysia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,58.0,2019
Namibia,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,93.05658,2013
Namibia,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,91.50703,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,88.02551,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,90.37911,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,92.97529,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,95.69743,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,96.63515,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,90.87741,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,94.61202,2013
Namibia,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,92.28576,2013
Namibia,mpletion rate for children of primary school age,Female,Primary education,Total,Total,86.1,2013
Namibia,mpletion rate for children of primary school age,Male,Primary education,Total,Total,75.0,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,66.2,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Second,Total,69.4,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,82.2,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,89.4,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,96.6,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Total,ural,74.2,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Total,rban,89.2,2013
Namibia,mpletion rate for children of primary school age, Total,Primary education,Total,Total,80.6,2013
Namibia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,6.0,2013
Namibia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,6.8,2013
Namibia,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,6.4,2013
Namibia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,39.1,2013
Namibia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,30.9,2013
Namibia,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,34.9,2013
Namibia, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,3.8,2013
Namibia, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,5.1,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,7.9,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,5.4,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,4.0,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,2.2,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,1.0,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,5.8,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,2.3,2013
Namibia, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,4.4,2013
Niger,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,46.0,2012
Niger,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,54.7,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,34.5,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,39.7,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,44.8,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,57.0,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,80.9,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,44.8,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,83.0,2012
Niger,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,50.4,2012
Niger,mpletion rate for children of primary school age,Female,Primary education,Total,Total,23.56843,2012
Niger,mpletion rate for children of primary school age,Male,Primary education,Total,Total,34.82,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,7.819839,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Second,Total,19.51982,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,17.27218,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,25.12128,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,57.63303,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Total,ural,19.12502,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Total,rban,60.89139,2012
Niger,mpletion rate for children of primary school age, Total,Primary education,Total,Total,29.05247,2012
Niger,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,0.89,2014
Niger,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,1.25,2014
Niger,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,7.9,2019
Niger,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,2.07,2014
Niger,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,1.73,2014
Niger,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,14.4,2019
Niger, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,53.8,2012
Niger, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,44.7,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,65.0,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,59.9,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,54.9,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,42.7,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,18.4,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,54.8,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,16.5,2012
Niger, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,49.1,2012
Nigeria,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,65.8,2018
Nigeria,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,67.5,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,33.2,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,59.5,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,76.6,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,85.4,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,90.2,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,56.8,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,81.6,2018
Nigeria,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,66.7,2018
Nigeria,mpletion rate for children of primary school age,Female,Primary education,Total,Total,70.7,2018
Nigeria,mpletion rate for children of primary school age,Male,Primary education,Total,Total,70.5,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Lowest,Total,26.5,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Second,Total,56.7,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Middle,Total,79.3,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Fourth,Total,91.6,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Highest,Total,96.4,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Total,ural,56.9,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Total,rban,87.4,2018
Nigeria,mpletion rate for children of primary school age, Total,Primary education,Total,Total,70.6,2018
Nigeria, Out-of-school rate for children of primary school age,Female,Primary education,Total,Total,28.6,2018
Nigeria, Out-of-school rate for children of primary school age,Male,Primary education,Total,Total,26.6,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Lowest,Total,64.3,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Second,Total,36.0,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Middle,Total,16.5,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Fourth,Total,5.7,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Highest,Total,2.9,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,ural,38.7,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,rban,10.9,2018
Nigeria, Out-of-school rate for children of primary school age, Total,Primary education,Total,Total,27.6,2018
Nicaragua,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,18.21473,2013
Nicaragua,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,22.5643,2013
Nicaragua,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,20.36166,2013
Nicaragua,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,34.67028,2013
Nicaragua,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,26.44673,2013
Nicaragua,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,30.68689,2013
Niue,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,rban,100.0,2011
Niue,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,Total,100.0,2011
Netherlands,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,81.57301,2015
Netherlands,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,84.36688,2015
Netherlands,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,84.0,2019
Netherlands,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Female,Primary education,Total,Total,99.40024,2016
Netherlands,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading,Male,Primary education,Total,Total,97.99961,2016
Netherlands,Proportion of students at the end of primary achieving at least a minimum proficiency level in reading, Total,Primary education,Total,Total,98.69016,2016
Norway,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Female,Primary education,Total,Total,70.34596,2015
Norway,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics,Male,Primary education,Total,Total,70.76894,2015
Norway,roportion of students at the end of primary achieving at least a minimum proficiency level in mathematics, Total,Primary education,Total,Total,65.0,2019
Nepal,Adjusted net attendance rate for children of primary school age,Female,Primary education,Total,Total,75.88549,2019
Nepal,Adjusted net attendance rate for children of primary school age,Male,Primary education,Total,Total,73.19795,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Lowest,Total,79.70039,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Second,Total,74.07092,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Middle,Total,68.20077,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Fourth,Total,70.51184,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Highest,Total,80.18616,2019
Nepal,Adjusted net attendance rate for children of primary school age, Total,Primary education,Total,ural,74.32954,2019
